,title,icon_prize,average_price,users_rate,number_reviews,street,address_formatted,lat,lon
538,Taverna Can Margarit,,€20 - €27,4.0,,"Carrer De La Concordia, 21","Carrer de la Concòrdia, 08015 Barcelona, Spain",41.3738216,2.1605207
539,Arrosseria Xativa Gracia,,,4.0,,"C/ Torrent d'en Vidalet, 26","Arrosseria Xàtiva, Carrer del Torrent d'en Vidalet, 26, 08037 BCN Barcelona, Spain",41.4038352,2.1596912
540,Montalban Restaurant,,"Seafood, Mediterranean, Spanish",4.5,,"Carrer De Margarit, 31","Carrer de Margarit, 08001 Barcelona, Spain",41.3743863,2.1638374
541,Bar Boqueria,,€10 - €50,4.0,,"BOQUERIA MARKET, Stall 218-223 & 282-287, Aisle 9","Catalonia, Spain",41.66667,2.0
542,Petit Montjuic,,€7 - €14,5.0,,"Carrer de Sant Isidre, 2","Petit Montjuic, Carrer de Sant Isidre, 2, 08004 Barcelona, Spain",41.3709606,2.158546
543,Raco De La Vila,,"Mediterranean, European, Spanish, Catalan",4.0,,"C/ Ciutat De Granada, 33","Carrer de la Ciutat de Granada, 08018 Barcelona, Spain",41.4038075,2.1909433
544,Casa Palet,,"Mediterranean, European, Spanish",4.5,,Laforja n 9,"Carrer de Laforja, 08006 Barcelona, Spain",41.4003898,2.151314
545,Agut,,"Mediterranean, European, Spanish, Catalan",4.0,,Gignas 16,"Agut, Carrer d'en Gignàs, 16, 08002 Barcelona, Spain",41.380947,2.1799439
546,Pizzas l'Avia Restaurant,,"Mediterranean, Spanish",4.0,,Carrer La Cera 33,"Carrer de la Cera, 08001 Barcelona, Spain",41.3792193,2.1666056
547,Bar Brutal,,,4.0,,"Carrer de la Princesa, 14","Carrer de la Princesa, 08003 Barcelona, Spain",41.386603,2.1820736
548,Ukai,,€10 - €35,4.0,,Carrer Mallorca 188,"Carrer Mallorca, 08110 Montcada i Reixac, Spain",41.4936096,2.1863173
549,Bar Ramon,,"Bar, Mediterranean, Spanish, Catalan",4.0,,"Carrer del Comte Borrell, 81","Carrer del Comte Borrell, 08029 Barcelona, Spain",41.3890729,2.1471054
550,Zelig,,"Italian, Mediterranean, European, Pub",4.5,,"Carrer Del Carme, 116","Zelig, Carrer del Carme, 116, 08001 Barcelona, Spain",41.3797882,2.1662643
551,Restaurant Koxkera,,€18 - €37,4.5,,Marques de Sentmenat 67,"Carrer del Marquès de Sentmenat, 08029 Barcelona, Spain",41.3853667,2.1406735
552,Chivuo's Slow Street Food & Craft Beer,,€8 - €16,4.5,,"Carrer del Pintor Fortuny, 15","Carrer del Pintor Fortuny, 08001 Barcelona, Spain",41.3829469,2.1698603
553,Obsessions,,€20 - €30,4.5,,"St Nou de la Rambla, 149","Nou de la Rambla, Avinguda del Paral·lel, 08001 Barcelona, Spain",41.3750759,2.1702821
554,Tomodachi,,€10 - €15,5.0,,Travessera de Gracia 250,"Travessera de Gràcia, 250, 08025 Barcelona, Spain",41.4051503,2.1640398
555,Restaurante Tantarantana,,,4.0,,C / Tantarantana 24,"tantarantana, Carrer d'en Tantarantana, 24, 08003 Barcelona, Spain",41.3866781,2.1814478
556,Sagardi BCN Gotic,,,4.0,,"Carrer de l'Argenteria, 62","Carrer de l'Argenteria, CP 08003 Barcelona, Spain",41.3837065,2.1801383
557,Restaurant Maccabi,,,4.0,,"La Rambla, 79, 08002 Barcelona, Barcelona","La Rambla, 79, 08001 Barcelona, Spain",41.3816008,2.1726229
558,Santa Ceviche,,€5 - €20,4.5,,"Carrer d'Hostafrancs de Sio, 11","Carrer d'Hostafrancs de Sió, 08014 Barcelona, Spain",41.3738242,2.1441643
559,Grasshopper,,,4.0,,Placa De La Llana 9,"Grasshopper, Plaça de la Llana, 9, 08003 Barcelona, Spain",41.3851367,2.1792941
560,El Brunch del Majestic,,€30 - €40,4.5,,"Paseo de Gracia, 70","Catalonia, Spain",41.39155,2.16564
561,Out of China,,"Chinese, Healthy",4.0,,Calle Aribau 112,"Aribau, 08204 Sabadell, Spain",41.5283818,2.1105725
562,Restaurant Del Barri,,,4.5,,Passeig Pujades 25,"Passeig de Pujades, 08003 Barcelona, Spain",41.3883052,2.1825404
563,Assunta Madre,,"Italian, Seafood, Mediterranean, European",4.5,,300 Carrer de Provenza,"Catalonia, Spain",41.66667,2.0
564,Restaurante Carmesi,,"Mediterranean, European",4.5,,"Carrer De Blai, 28","La Lia de'n Vicius, Carrer de Blai, 28, 08001 Barcelona, Spain",41.373837,2.1643515
565,Born Voraz,,"Mediterranean, European, Spanish",4.0,,Calle Princesa 33,"Carrer Princesa, 08571 Sant Vicenç de Torelló, Spain",42.0577009,2.2615986
566,Ekaterina Restaurant,,€10 - €25,4.5,,"Carrer del Comte Borrell, 129","Carrer del Comte Borrell, 129, 08015 Barcelona, Spain",41.3807208,2.1578873
567,Bangkok Cafe,,"Asian, Thai",4.0,,Evarist Arnus 65,"Monument a Evarist Arnús i de Ferrer, plaça del Doctor Francesc Niubó i Mary, 08911 Badalona, Spain",41.4543541,2.2487374
568,Tandoor,,€16 - €30,4.0,,"Carrer d'Arago, 8","Carrer d'Aragó, 08011 Barcelona, Spain",41.3860575,2.1567519
569,Caldeni,,"Mediterranean, Spanish, European",4.5,,Valencia 452,"Valencia, Carrer de València, 08291 Ripollet, Spain",41.4943576,2.1695649
570,Restaurante Bosque Palermo,,€11 - €28,4.0,,"Valencia, 163","Valencia, Carrer de València, 08291 Ripollet, Spain",41.4943576,2.1695649
571,La Forchetta Pizzeria Ristorante,,€12 - €30,4.0,,"Av. Meridiana, 2","Avinguda Meridiana, 0805 Barcelona, Spain",41.3996108,2.1867636
572,Barcelona Bagels,,€5 - €12,4.5,,"Corsega, 398","Còrsega, 08192 Sant Quirze del Vallès, Spain",41.5294463,2.0700326
573,La Malandrina,,,4.5,,Calle Almirante Cervera Numero 5,"Catalonia, Spain",41.66667,2.0
574,Somni Restaurant & Cocteleria,,€30 - €80,4.5,,"Carrer de Provenca, 277","Consolat de Qatar, Carrer de Provença, 277, 08037 Barcelona, Spain",41.3961152,2.1631455
575,Orio Gotic,,€20 - €40,4.0,,"Carrer de Ferran, 38","Orio, Carrer de Ferran, 38, 08002 Barcelona, Spain",41.3819545,2.1763606
576,Restaurante Biocenter,,,4.0,,"Pintor Fortuny, 25","Biocenter, Carrer del Pintor Fortuny, 25, 08001 Barcelona, Spain",41.3825765,2.1694364
577,Alsur Cafe Lluria,,,4.0,,Roger de Lluria 23,"Roger De Lluria, Carrer de Roger de Llúria, 08010 Barcelona, Spain",41.3910629,2.1718498
578,Totora,,€17 - €30,4.0,,Carrer de Corsega 235,"Totora, Carrer de Còrsega, 235, 08036 Barcelona, Spain",41.392206,2.1532925
579,EL Argentino,,€12 - €40,4.0,,Arago 224,"Aragó, Carrer dels Enamorats, 08013 Barcelona, Spain",41.4041622,2.1816598
580,Roots & Rolls,,€6 - €45,4.5,,Carrer Consell de Cent 401,"Carrer Consell de Cent, 08470 Sant Celoni, Spain",41.6874889,2.4848143
581,Restaurante Sol Soler,,,4.0,,Plaza del Sol 21,"Plaça del Sol, Can Feu, Sabadell, Catalonia, Spain",41.5402968,2.0969337
582,La Coqueta,,€5 - €20,5.0,,"Tamarit, 101","Carrer de Tamarit, 8015 Barcelona, Spain",41.3740216,2.1546592
583,Todo Pasa,,"Steakhouse, Barbecue, Argentinean",4.5,,"Vila I Vila, 53 Paral-Lel","Catalonia, Spain",41.66667,2.0
584,Marisqueria del Port,,,4.0,,"Passeig Joan Borbo, 67","Passeig de Joan de Borbó, 08 Barcelona, Spain",41.3810792,2.1863797
585,Foxy Bar,,,4.5,,Riera Alta 59,"la Riera, Catalonia, Spain",41.3883575,1.7244068
586,SMS Delicies,,€15 - €25,4.0,,"Carrer d'Asturies, 33","Carrer d'Astúries, 33, 08012 Barcelona, Spain",41.4032915,2.1541378
587,Brunch & Cake,,,4.0,,"Carrer del Rossello, 189","Travel & Cake, Carrer del Rosselló, 189, 08036 Barcelona, Spain",41.391846,2.1551614
588,Nakashita,,€25 - €50,4.0,,"Carrer del Rec Comtal, 15","Nakashita, Carrer del Rec Comtal, 15, 08003 Barcelona, Spain",41.3899184,2.1798326
589,Rosa Negra Barcelona,,,4.0,,Via Laietana 46,"Churrería, Via Laietana, 46, 08003 Barcelona, Spain",41.3865347,2.1755771
590,Doi Chang,,,4.5,,"Carrer Jaume Roig, 8","Catalonia, Spain",41.66667,2.0
591,Pork Boig Per Tu,,€20 - €40,4.0,,"Carrer del Consolat de Mar, 15","Carrer del Consolat de Mar, CP 08003 Barcelona, Spain",41.382348,2.1821948
592,Rosa del Raval,,€13 - €27,4.0,,"Carrer dels Angels, 6","Rosa del Raval, Carrer dels Àngels, 6, 08001 Barcelona, Spain",41.3819164,2.1687596
593,El Bar Barcelona,,"Mediterranean, European, Spanish",4.5,,"Calle Calabria, 118","Carrer de Calàbria, 08015 Barcelona, Spain",41.3772608,2.1582326
594,Ugarit Joanic,,"Vegetarian Friendly, Vegan Options, Gluten Free Options",4.5,,"C/ Bruniquer, 69","Bruniquer, Carrer de Bruniquer, 08037 BCN Barcelona, Spain",41.4056088,2.1621684
595,Los Pergaminos,,"Mediterranean, European, Spanish, Catalan",4.5,,C/ Ample 19,"Los Pergaminos, Carrer Ample, 19, 08002 Barcelona, Spain",41.3796649,2.1793303
596,Moss Sushi - Cocktails,,€20 - €45,4.5,,"Calle Laforja, 61","Carrer de Laforja, 08006 Barcelona, Spain",41.4003898,2.151314
597,We Bistrot,,,4.5,,"Ronda Sant Pere, 70","Ronda Sant Pere, Plaça de Catalunya, 08010 Barcelona, Spain",41.3877901,2.1705608
598,Can Pescallunes,,,4.5,,"Carrer de les Magdalenes, 23","Carrer de les Magdalenes, 23, 08002 Barcelona, Spain",41.3864369,2.1745179
599,Tapa Tapa C.C Glories,,€15 - €25,4.0,,Centre Comercial Glories,"Glòries, Catalonia, Spain",41.4031,2.18699
600,La Vinya del Senyor,,,4.0,,"Placa de Santa Maria, 5","Plaça de Santa Maria, Can Pei, Llinars del Vallès, Catalonia, Spain",41.6391274,2.400293
601,Restaurante Di Como Bcn,,€20 - €35,4.5,,Muntaner 231,"el Muntaner, Sobremunt, Catalonia, Spain",42.0316824,2.1622
602,Restaurant Santa Anna,,,4.0,,Calle Santa Anna 8,"Carrer Santa Anna, 08710 Santa Margarida de Montbui, Spain",41.5741339,1.6073196
603,Maido Tasca Japonesa,,"Japanese, Asian",4.5,,"Carrer Del Vallespir, 19","Carrer del Vallespir, 08014 Barcelona, Spain",41.3795813,2.1369654
604,Arrosseria Xativa Les Corts,,,4.0,,C/ Bordeus 35,"Carrer de Bordeus, 35, 08029 Barcelona, Spain",41.3891753,2.140179
605,Oishii Ramen Street,,€4 - €20,4.0,,"Ronda Sant Pere, 26","Ronda Sant Pere, Plaça de Catalunya, 08010 Barcelona, Spain",41.3877901,2.1705608
606,Filomena Gastrobar,,"Mediterranean, Spanish, Fusion, Gastropub",4.5,,Carrer Aldana 8,"Catalonia, Spain",41.66667,2.0
607,Espai Mescladis,,"Cafe, European, Spanish, Mediterranean",4.0,,Carders 35,"Carrer dels Carders, 08204 Sabadell, Spain",41.5282016,2.1129728
608,Passadis del Pep,,,4.0,,"Pla del Palau, 2","08140 Caldes de Montbui, Spain",41.6348507,2.1715936
609,Restaurante La Singular,,,4.0,,"Francisco Giner, 50","La Singular, Carrer de Francisco Giner, 50, 08012 Barcelona, Spain",41.3999014,2.1583177
610,La Colosal,,€10 - €22,4.0,,Rambla de Catalunya 23,"Casa Jaime Moysi, Rambla de Catalunya, 23, Barcelona, Spain",41.3886832,2.1659777
611,Cinco Jotas Rambla,,,4.0,,Rambla de Catalunya 91-93,"cinco jotas, Rambla de Catalunya, 91-93, 08007 Barcelona, Spain",41.3929021,2.1606395
612,Pulperia Can Lampazas,,€10 - €25,4.0,,"Avinguda del Paral.lel, 159","Catalonia, Spain",41.66667,2.0
613,La Esquinica,,€20 - €27,4.0,,"Fabra I Puig, 296","Fabra i Puig, Passeig de Fabra i Puig, 08031 Barcelona, Spain",41.4302372,2.1740757
614,Kiku Japones,,€15 - €25,4.5,,Calle Madrazo 15,"Carrer Madrazo, 08205 Sabadell, Spain",41.5476629,2.0884446
615,Restaurant La Tavernicola,,"Argentinean, Steakhouse, South American",4.5,,Roc Boronat 70,"Campio Trofeus Esportius, Carrer de Roc Boronat, 70, 08005 Barcelona, Spain",41.4003167,2.1979282
616,Gallo Santo,,€10 - €30,5.0,,Torrent De L_Olla 64,"Torrent de l'Olla, Carrer del Torrent de l'Olla, 221, 08012 Barcelona, Spain",41.4066828,2.1518689
617,Garden Caffe,,€8 - €26,4.5,,"Placa de Tirant lo Blanc, 2","Plaça de Tirant lo Blanc, Mataró, Catalonia, Spain",41.5458351,2.4518269
618,Masala 73 Curry Bar,,Indian,4.5,,Muntaner 152,"Carrer de Muntaner, 152, 08036 Barcelona, Spain",41.390654,2.1545204
619,Bellillo,,"Italian, Neapolitan, Campania, Southern-Italian",4.5,,Carrer d_Enric Granados 15,"Carrer d'Enric Granados, DelaCrem, 15, 08007 Barcelona, Spain",41.3880056,2.1618437
620,Quinto Quinta,,Contemporary,4.0,,"Gran Via de les Corts Catalanes, 373","Lush Cosmetics, Gran Via de les Corts Catalanes, 373, 8015 Barcelona, Spain",41.3765964,2.1492991
621,Les Delicies,,€18 - €30,4.5,,"Gran Via de les Corts Catalanes, 644","Gran Via de les Corts Catalanes, 08018 Barcelona, Spain",41.4101378,2.1957677
622,Morelia restaurant,,€20 - €40,4.0,,"Plaza comercial, 7","Plaça Comercial, Barcelona, Spain",41.3855281,2.1834163
623,Pulperia A Gudina,,€12 - €37,4.0,,Carrer d'Entenca 2,"Carrer d'Entença, 08029 Barcelona, Spain",41.3839127,2.1449169
624,Entrepanes Diaz,,"Bar, Mediterranean, European, Spanish, Catalan, Pub",4.0,,"Calle Pau Claris, 189","Carrer Pau Claris, 08505 Vic, Spain",41.9137074,2.2301625
625,Luzia,,,4.0,,Carrer del Pintor Fortuny,"Carrer del Pintor Fortuny, 08224 Terrassa, Spain",41.5554808,2.0054261
626,Mika Milan,,€10 - €15,4.5,,Avenida Icaria 178,"Catalonia, Spain",41.66667,2.0
627,El Tropical - CLOSED   ,,€10 - €25,5.0,,Calle Pujades 226,"Carrer Pujades, 08783 Masquefa, Spain",41.5043137,1.8092083
628,La Bodega,,€34 - €54,4.0,,Plaza de Molina 2,"Plaça de Molina, Barcelona, Spain",41.4008975,2.1471312
629,Surya Pau Claris,,€7 - €12,4.0,,C/Pau Claris 92,"Pau Claris, Gran Via de les Corts Catalanes, 08007 Barcelona, Spain",41.3897269,2.1688642
630,Perikete Tapas,,€15 - €25,4.0,,Llauder 6,"Vila Romana de Torre Llauder, Carrer de Roma, 08302 Mataró, Spain",41.5312131,2.4339968
631,Bar Marsella,,€6 - €14,4.0,,Sant Pau 65,"Sant Pau, Manresa, Catalonia, Spain",41.7146103,1.8341856
632,AmoVino,,€4 - €20,4.5,,Carrer d'Aribau 30,"Carrer d'Aribau, 30, 080007 Barcelona, Spain",41.3871579,2.161468
633,Ryu Ramen,,€4 - €20,4.5,,"Carrer de Sancho de Avila, 178","Carrer de Sancho de Ávila, 178, 08018 Barcelona, Spain",41.4036069,2.1967062
634,Petit Brot,,€15 - €18,4.5,,Carrer Del Doctor Dou 10,"Carrer del Doctor Dou, 08001 Barcelona, Spain",41.3824367,2.1689745
635,Forno D'Oro,,"Italian, Pizza, Mediterranean",4.5,,"Gran Via de les Corts Catalanes, 295","Gran Via de les Corts Catalanes, 295, 08014 Barcelona, Spain",41.3721427,2.1448669
636,Bar Calders,,,4.0,,Calle Parlament 25,"Carrer del Parlament, 08015 Barcelona, Spain",41.3758931,2.161805
637,Panam '75,,€5 - €10,4.5,,Carrer Consell de Cent 281,"Carrer Consell de Cent, 08470 Sant Celoni, Spain",41.6874889,2.4848143
638,Scobie's Irish Pub,,Pub,4.5,,Ronda de la Universitat 8,"Scobies Irish Pub, Ronda de la Universitat, 8, 08007 Barcelona, Spain",41.3863223,2.1662298
639,Pura Brasa Arenas,,,4.0,,Gran Via de Les Corts Catalanes 373-385,"Veritas, Gran Via de les Corts Catalanes, 373-385, 8015 Barcelona, Spain",41.3761395,2.1493475
640,Joel's Oyster Bar,,€3 - €30,4.5,,Plaza Sant Josep 13,"Sant Josep, Carrer de Santiago de Compostel·la, 08991 l'Hospitalet de Llobregat, Spain",41.3609387,2.1103611
641,L'Actiu Restaurant,,€5 - €15,4.5,,Carrer Llacuna 162,"Carrer La Llacuna, 08620 Sant Vicenç dels Horts, Spain",41.3943086,1.9945443
642,Mostassa,,€5 - €25,4.0,,"Carrer Mallorca 194, Bajos","Catalonia, Spain",41.66667,2.0
643,The Market Peru,,€35 - €55,4.0,,"Carrer Gran de Gracia, 7","Carrer Gran de Gràcia, 08012 Barcelona, Spain",41.4003762,2.154841
644,La Mar Salada,,,4.0,,"Pg Joan de Borbo, 58-59","Pg Joan de Borbó, Passeig de Joan de Borbó, 72 Barcelona, Spain",41.3800122,2.1871883
645,Bilbao Restaurante,,€35 - €45,4.0,,Perill 33,"Carrer del Perill, 08037 Barcelona, Spain",41.3998038,2.1620293
646,Parco,,€23 - €92,4.0,,Jardines de Gracia - Al Final de la Passeig de Gracia,"Passeig de Gràcia, Catalonia, Spain",41.3894,2.16826
647,Roig Robi,,"Mediterranean, European, Spanish, Catalan",4.0,,"Calle Seneca, 20","Seneca, Carrer de Padilla, 08013 Barcelona, Spain",41.4003824,2.1841121
648,Ikibana Paralelo,,,4.0,,Avinguda del Paral.lel 148,"Catalonia, Spain",41.66667,2.0
649,Mamma Lucia,,€8 - €23,4.5,,Carrer Galileu 169,"Passeig de Sant Antoni, Galileu, 08014 Barcelona, Spain",41.3755137,2.135837
650,El Raco del Port,,€25 - €100,4.5,,"Carrer Ample, 1","Hotel Catalonia Port, Carrer Ample, 1, 08002 Barcelona, Spain",41.3787,2.17873
651,Restaurante Balmes Marisqueria,,€20 - €60,4.5,,"Carrer de Balmes, 413","Carrer de Balmes, 413, 08006 Barcelona, Spain",41.4072179,2.1381889
652,El Melic del Gotic,,€12 - €30,4.0,,Montsio 7,"Parròquia de Sant Raimon de Penyafort, Rambla de Catalunya, 115, 08007 Barcelona, Spain",41.393972,2.1589668
653,O' Retorno Restaurant,,"Seafood, Mediterranean, Spanish",4.0,,"Comte D'urgell, 168","Comte d'Urgell, Gran Via de les Corts Catalanes, 08015 Barcelona, Spain",41.3820143,2.1582348
654,Maharaja Restaurante,,€10 - €15,4.0,,"Rambla del Raval, 14","Rambla del Raval, Barcelona, Spain",41.3786363,2.1694027
655,La Taberna de Sants,,€10 - €15,4.5,,"Calle Comtes de Belloc, 97","Catalonia, Spain",41.66667,2.0
656,Antigua,,,4.0,,Maria Cubi 59,"Marià Cubí, Carrer de Marià Cubí, 4, 08006 Barcelona, Spain",41.3993964,2.1514285
657,Mextizo Barcelona,,€45 - €55,4.0,,"Carrer Diputacio, 239","Carrer Diputacio, 08780 el Papiol, Spain",41.4399999,2.0118282
658,El Raco - Rambla Catalunya,,,4.0,,"Rambla Catalunya, 25","Rambla de Catalunya, 08007 Barcelona, Spain",41.392756,2.1611337
659,Cafe Godot,,€10 - €20,4.0,,C/ Sant Domenec 19,"Sant Domènec, 08221 Terrassa, Spain",41.5599281,2.0120438
660,Firo Tast,,Spanish,4.0,,Avenida Gaudi 83,"Avinguda d'en Gaudí, Mediona, Spain",41.4770176,1.6091548
661,Tendiez,,€14 - €38,4.5,,Av. Litoral 10,"Ronda Litoral, 08039 Barcelona, Spain",41.3600484,2.1660035
662,Tram Tram - Restaurant,,"Mediterranean, European, Spanish",4.5,,Major de Sarria 121,"Carrer Major de Can Caralleu, 08017 Barcelona, Spain",41.4020258,2.1116018
663,La Medusa 73,,"Seafood, Spanish, Mediterranean",4.5,,"Mallorca, 135 - 157","Carrer de Mallorca, 135, 08936 Barcelona, Spain",41.3873915,2.1537916
664,Santamasa Sarria,,"Italian, Bar, Fusion, Mediterranean, Spanish",4.0,,"C/ Major de Sarria, 97","Carrer Major de Can Caralleu, 08017 Barcelona, Spain",41.4020258,2.1116018
665,CDLC,,,4.0,,Passeig Maritim 32,"Passeig Marítim, Cubelles, Spain",41.1974843,1.6614941
666,Bardot Barcelona,,,4.0,,Enric Granados 147,"Av. Rius i Taulet, Enric Granados, Avinguda de Rius i Taulet, 08172 Sant Cugat del Vallès, Spain",41.4720436,2.0814069
667,Rilke,,,4.5,,Mallorca 275,"Restaurant UMA, Carrer de Mallorca, 275, 08037 Barcelona, Spain",41.3947417,2.1635923
668,Salsalada,,,4.0,,"La Rambla, 87","La Rambla, 87, 08001 Barcelona, Spain",41.3819737,2.1722987
669,Enrique Tomas,,"Mediterranean, Fast Food, Deli, Spanish",4.5,,"Carrer de Ferran, 55","Pernileria Xarcuteria, Carrer de Ferran, 55, 08002 Barcelona, Spain",41.3822376,2.1764467
670,Restaurante Triton,,"Seafood, Mediterranean, Spanish, Fusion",4.5,,C/ Alfambra 16,"Alfambra, Carrer de Trias i Giró, 08034 Barcelona, Spain",41.3862381,2.1124486
671,Faborit Fresh Bar,,"Spanish, Cafe",4.5,,"Passeur De Gracia, 41","Gràcia, Catalonia, Spain",41.40237,2.15641
672,Kibo Taberna,,"Japanese, Sushi, Asian",4.5,,"Carrer Sant eusebi, 38","Carrer de Sant Eusebi, 08006 Barcelona, Spain",41.4017157,2.1496863
673,moniberic,,Spanish,4.5,,"Via Laietana, 46","Churrería, Via Laietana, 46, 08003 Barcelona, Spain",41.3865347,2.1755771
674,La Fianna,,,4.0,,"Carrer de Manressa, No 4","Catalonia, Spain",41.66667,2.0
675,Ovella Negra,,"Bar, Spanish, Pub",4.0,,C/ Zamora 78,"Carrer de Zamora, 78, 08018 Barcelona, Spain",41.3958219,2.1902074
676,Taller de Tapas - Comtal,,,4.0,,Comtal 28,"Comtal, Carrer del Rec Comtal, 16-18, 08003 Barcelona, Spain",41.3894574,2.179799
677,LA DAMA,,€30 - €200,4.0,,Avinguda Diagonal 423-425,"Avinguda Diagonal, 423, 08008 Barcelona, Spain",41.39393,2.1504022
678,Un Capitol de Vietnam,,€15 - €30,4.0,,"C / Napols, 266","Carrer de Napols, 08303 Mataró, Spain",41.5400773,2.4249297
679,Pikio Taco,,€6 - €20,4.0,,"Corsega, 376","Còrsega, 08192 Sant Quirze del Vallès, Spain",41.5294463,2.0700326
680,Bicnic,,€20 - €50,4.5,,"Carrer de Girona, 68","Bicnic, Carrer de Girona, 68, 08010 Barcelona, Spain",41.394856,2.1712596
681,Suculent,,€35 - €120,4.0,,"Rambla del Raval, 45","Rambla del Raval, Barcelona, Spain",41.3786363,2.1694027
682,Il Golfo di Napoli,,€21 - €29,4.0,,Lleida 38,"Allegory of Lleida, Catalonia Square, Barcelona, Spain",41.3869043,2.1707289
683,El Pintor,,€20 - €40,4.0,,"Calle Sant Honorat, 7","Catalonia, Spain",41.66667,2.0
684,Don Giovanni,,"Italian, Mediterranean, European",4.0,,"C/ Deu i Mata, 69-99","Carrer de Deu i Mata, 08021 Barcelona, Spain",41.3890098,2.1367406
685,Pork&Tuna,,€6 - €50,4.5,,"Passeig de Garcia Faria, 81","Passeig de Garcia Fària, 81, 08019 Barcelona, Spain",41.4062792,2.2170191
686,Bar del Pla,,,4.0,,"Carrer Montcada, num. 2","Catalonia, Spain",41.66667,2.0
687,Carballeira,,,4.0,,"C/ Reina Cristina, 3","Jardins de la Reina Elisabeth Cristina de Brunsvic, Sant Gervasi - la Bonanova, Barcelona, Catalonia, Spain",41.4146814,2.1305524
688,Celler de Tapas Edar,,"Bar, Mediterranean, Spanish, European, Pub",4.5,,"Carrer Cerdenya, 211","Catalonia, Spain",41.66667,2.0
689,Tiasanta,,,4.5,,"Carrer de Corsega, 337","Carrer de Còrsega, 337, 08037 Barcelona, Spain",41.3977386,2.1607699
690,Dionisos Aribau,,"Mediterranean, European, Greek",4.0,,50 Carrer Aribau,"Aribau, 08204 Sabadell, Spain",41.5283818,2.1105725
691,Can Lluis,,"Mediterranean, Spanish, Catalan",4.0,,"Carrer De La Cera, 49","Carrer de la Cera, 08001 Barcelona, Spain",41.3792193,2.1666056
692,Bombay Spicy,,,4.0,,"C/. Sant Pau, 16-18","Sant Pau, Manresa, Catalonia, Spain",41.7146103,1.8341856
693,Marea Alta,,,4.0,,"Avenida de las Drassanes, 6-8","Drassanes, Catalonia, Spain",41.3752,2.17658
694,Gresca,,"Mediterranean, European, Spanish, Catalan",4.0,,C/ Provenca 230,"Provença, Intercanviador Diagonal - Provença (L3 - L5 - FGC, 080007 Barcelona, Spain",41.3932454,2.1575069
695,VinoMio,,"Mediterranean, Spanish",4.5,,Carrer Tajo 19,"Carrer Tajo, 19, 08859 Begues, Spain",41.3425627,1.9019959
696,Asador de Aranda,,,4.0,,Calle Pau Claris 70,"Carrer Pau Claris, 08505 Vic, Spain",41.9137074,2.2301625
697,Terra d'Escudella,,Catalan,4.0,,"Premia 20, baixos","Catalonia, Spain",41.66667,2.0
698,Petit Comite,,€21 - €71,4.0,,"Ptge Concepcio,13","Petit Comitè, Passatge de la Concepció, 13, 08008 Barcelona, Spain",41.3943551,2.1600308
699,Restaurante Portoles,,"Mediterranean, European, Spanish",4.5,,Carrer de la Diputacio 375,"Carrer de la Diputació, 375, 08013 Barcelona, Spain",41.3963097,2.1747856
700,L'Origen,,"Mediterranean, Spanish, Catalan, European",5.0,,Rambla poble nou 99,"Bar Burgales, Rambla del Poblenou, 99, 08005 Barcelona, Spain",41.4026455,2.1990135
701,KOH-NDAL Thai Bistro,,,4.5,,"Passeig Sant Gervasi, 57B","Sarrià-Sant Gervasi, Catalonia, Spain",41.40104,2.1394
702,Pur,,"Contemporary, Spanish, Catalan",4.5,,"Passatge de la Concepcio, 11","Passatge de la Concepció, 11, 08008 Barcelona, Spain",41.3944423,2.1602245
703,La Caleta de Gracia,,"Seafood, Mediterranean, Spanish",4.0,,Carrer Torrent de L'Olla 121,"Torrent de l'Olla, Carrer del Torrent de l'Olla, 221, 08012 Barcelona, Spain",41.4066828,2.1518689
704,Bar-Restaurante Muy Buenas,,"Mediterranean, European, Spanish, Catalan",4.5,,c/ Carme 63,"Carme, Catalonia, Spain",41.5319058,1.6198579
705,Gola Taperia,,€15 - €40,4.5,,"Carrer Tordera, 33","Carrer Tordera, 08360 Canet de Mar, Spain",41.5917792,2.57999
706,Giraluna,,"Italian, Mediterranean, European, Contemporary, Healthy",4.5,,Blasco de Garay 8,"Carrer de Blasco de Garay, 08015 Barcelona, Spain",41.3744643,2.1631961
707,Barnas,,€20 - €25,4.5,,Carrer de Ferran 30,"Carrer de Ferran, 08002 Barcelona, Spain",41.3814305,2.1755659
708,Blacklab Brewhouse and Kitchen,,€12 - €25,4.0,,Placa Pau Vila 1,"Plaça Pau Vila, Pas Subterrani a la Platja, 08340 Vilassar de Mar, Spain",41.503278,2.3946612
709,Los Cachitos,,"Mediterranean, European, Spanish",4.0,,"Ronda de Sant Pau, 4","Ronda de Sant Pau, 08001 Barcelona, Spain",41.3749809,2.1678835
710,Witty Restaurant,,€30 - €60,4.5,,Riudarenes 7,"Carrer de Riudarenes, 08002 Barcelona, Spain",41.3809337,2.1798774
711,Belladona,,€3 - €15,4.5,,Carrer Diputacio 222,"Carrer Diputacio, 08780 el Papiol, Spain",41.4399999,2.0118282
712,Restaurante Silvestre,,€30 - €52,4.5,,"Santalo, 101","Carrer de Mossen Cinto Verdaguer, 101, 08922 Santa Coloma de Gramenet, Spain",41.4483633,2.2161301
713,Kailash  Restaurante Tibetano,,€7 - €14,4.5,,Calle Xifre 100,"Edifici Xifré, Carrer Auterive, 08350 Arenys de Mar, Spain",41.5832703,2.5461321
